product_id,product_variant_id,product_variant_title,pais,tipo,classificacao,uva,tamanho,tampa,harmonizacao
15906,15521,Vinho Frisante Branco Demi-Sec Pérgola 650ml,Brasil,Branco,Demi-Sec,Moscato,Outros,Rolha,"Saladas e aperitivos, Sobremesas"
15907,15522,Vinho Tinto Seco Pérgola 750ml,Brasil,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
15908,15523,Vinho Branco Suave Pérgola 750ml,Brasil,Branco,Suave,Moscato,750ml,Rolha,"Saladas e aperitivos, Sobremesas"
15909,15524,Vinho Branco Seco Pérgola 750ml,Brasil,Branco,Seco,Moscato,750ml,Rolha,"Saladas e aperitivos, Sobremesas"
15910,15525,Vinho Tinto de Mesa Seco Pérgola 1L,Brasil,Tinto,Seco,Blend,1L,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
15911,15526,Vinho Branco de Mesa Seco Pérgola 1L,Brasil,Branco,Seco,Blend,1L,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
15912,15527,Vinho Tinto Demi-Sec Bordô Pérgola 1L,Brasil,Tinto,Demi-Sec,Outras,1L,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
15913,15528,Vinho Tinto Bordô Suave Pérgola 1L,Brasil,Tinto,Suave,Outras,1L,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
15914,15529,Vinho Tinto Bordô Seco Pérgola 1L,Brasil,Tinto,Seco,Outras,1L,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
15915,15530,Vinho Tinto Cabernet Sauvignon Zanotto 750ml,Brasil,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
15916,15531,Vinho Branco Chardonnay Zanotto 750ml,Brasil,Branco,Seco,Chardonnay,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
15917,15532,Vinho Tinto Merlot Zanotto 750ml,Brasil,Tinto,Seco,Merlot,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
15918,15533,Vinho Branco Gewurztraminer Zanotto 750ml,Brasil,Branco,Seco,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
15919,15534,Vinho Rosé Merlot Zanotto 750ml,Brasil,Rose,Seco,Merlot,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
15920,15535,Vinho Tinto Pinot Noir Zanotto 750ml,Brasil,Tinto,Seco,Pinot Noir,750ml,Rolha,"Carnes brancas, Carnes de caça, Saladas e aperitivos"
15921,15536,Vinho Tinto Tannat Zanotto 750ml,Brasil,Tinto,Seco,Tannat,750ml,Rolha,"Carnes vermelhas, Pratos apimentados, Queijos"
15922,15537,Espumante Moscatel Zanotto 750ml,Brasil,Espumante,Suave,Moscato,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos, Sobremesas"
15923,15538,Espumante Brut Zanotto 750ml,Brasil,Espumante,Brut,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
15924,15539,Vinho Branco Assemblage Zanotto 750ml,Brasil,Branco,Seco,Outras,750ml,Rolha,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
15925,15540,Vinho Tinto Malbec Zanotto 750ml,Brasil,Tinto,Seco,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
15926,15541,Vinho Branco Sauvignon Blanc Zanotto 750ml,Brasil,Branco,Seco,Sauvignon Blanc,750ml,Rolha,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
15927,15542,Espumante Rosé Dadá 750ml,Argentina,Espumante,Suave,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
15928,15543,Espumante Branco Dadá 750ml,Argentina,Espumante,Suave,Outras,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
15929,15544,Vinho Tinto Malbec e Bonarda Dadá Nº1 750ml,Argentina,Tinto,Demi-Sec,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
15930,15545,Vinho Tinto Merlot Dadá Nº2 750ml,Argentina,Tinto,Demi-Sec,Merlot,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
15931,15546,Vinho Tinto Syrah e Cabernet Sauvignon Dadá Nº3 750ml,Argentina,Tinto,Demi-Sec,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
15932,15547,Vinho Tinto Cabernet Sauvignon Dadá 750ml,Argentina,Tinto,Demi-Sec,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
15933,15548,Vinho Tinto Malbec Dadá 750ml,Argentina,Tinto,Demi-Sec,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16336,15946,Vinho Tinto Seco Canção 750ml,Brasil,Tinto,Seco,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16337,15947,Vinho Tinto Suave Canção 750ml,Brasil,Tinto,Suave,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16429,16039,Vinho Tinto Suave Bordô Canção 750ml,Brasil,Tinto,Suave,Outras,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16431,16040,Espumante Moscatel Branco Canção 750ml,Brasil,Espumante,Suave,Moscato,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos, Sobremesas"
16435,16045,Vinho Tinto Demi-Sec Canção 750ml,Brasil,Tinto,Demi-Sec,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16436,16046,Vinho Rosé Suave Canção 750ml,Brasil,Rose,Suave,Outras,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
16437,16047,Vinho Branco Seco Canção 750ml,Brasil,Branco,Seco,Outras,750ml,Rosca,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
16438,16048,Vinho Branco Suave Canção 750ml,Brasil,Branco,Suave,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
16439,16049,Vinho Tinto Cabernet Sauvignon Seco Canção 750ml,Brasil,Tinto,Seco,Cabernet Sauvignon,750ml,Rosca,"Carnes de caça, Carnes vermelhas, Queijos"
16440,16050,Vinho Tinto Cabernet Sauvignon Suave Canção 750ml,Brasil,Tinto,Suave,Cabernet Sauvignon,750ml,Rosca,"Carnes de caça, Carnes vermelhas, Queijos"
16441,16051,Vinho Branco Moscato Seco Canção 750ml,Brasil,Branco,Seco,Moscato,750ml,Rosca,"Saladas e aperitivos, Sobremesas"
16442,16052,Vinho Branco Moscato Suave Canção 750ml,Brasil,Branco,Suave,Moscato,750ml,Rosca,"Saladas e aperitivos, Sobremesas"
16443,16053,Espumante Moscatel Rosé Canção 750ml,Brasil,Espumante,Suave,Moscato,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos, Sobremesas"
16444,16054,Vinho Tinto Seco Canção 1L,Brasil,Tinto,Seco,Blend,1L,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16445,16055,Vinho Tinto Suave Canção 1L,Brasil,Tinto,Suave,Blend,1L,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16448,16058,"Vinho Tinto Seco Canção Quinta Vinha Pet 1,9L",Brasil,Tinto,Seco,Outras,Outros,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16449,16059,"Vinho Tinto Suave Canção Quinta Vinha Pet 1,9L",Brasil,Tinto,Suave,Blend,Outros,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16450,16060,Cooler Uva Canção 750ml,Brasil,Outros,Suave,Outras,750ml,Rolha,
16451,16061,Cooler Pêssego Canção 750ml,Brasil,Outros,Suave,Outras,750ml,Rolha,
16452,16062,Cooler Morango Canção 750ml,Brasil,Outros,Suave,Outras,750ml,Rolha,
16453,16063,Cooler Abacaxi Canção 750ml,Brasil,Outros,Suave,Outras,750ml,Rolha,
16454,16064,Vinho Tinto Seco Bordô Canção 750ml,Brasil,Tinto,Seco,Outras,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16497,16107,Kit Vinho Tinto Cabernet Sauvignon Fabenne Bag 3L + 4 Taças,Brasil,Tinto,Seco,Cabernet Sauvignon,Outros,Outra,"Carnes de caça, Carnes vermelhas, Queijos"
16498,16108,Kit Vinho Branco Moscato Fabenne Bag 3L + 4 Taças,Brasil,Branco,Seco,Moscato,Outros,Outra,"Saladas e aperitivos, Sobremesas"
16499,16109,Kit Vinho Rosé Cabernet Fabenne Bag 3L + 4 Taças,Brasil,Rose,Demi-Sec,Cabernet Sauvignon,Outros,Outra,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
16579,16189,Vinho Tinto Merlot Lovin 269ml,Brasil,Tinto,Seco,Merlot,Outros,Outra,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16580,16190,Vinho Branco Seco Lovin 269ml,Brasil,Branco,Seco,Blend,Outros,Outra,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
16656,16266,Kit Vivant | 5 Latas,Brasil,Outros,Seco,Blend,Outros,Outra,
16732,16300,Vinho Tinto Cabernet Sauvignon Gravedad 750ml,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
16733,16301,Vinho Tinto Cabernet Sauvignon e Carménère Gravedad 750ml,Chile,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16734,16302,Vinho Tinto Carménère Gravedad 750ml,Chile,Tinto,Seco,Carmeneré,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
16735,16303,Vinho Branco Sauvignon Blanc Gravedad 750ml,Chile,Branco,Seco,Sauvignon Blanc,750ml,Rolha,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
16736,16304,Vinho Tinto Villa Rosa Colheita 375ml,Portugal,Tinto,Seco,Blend,375ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16737,16305,Vinho Branco Chão do Conde Privado 750ml,Portugal,Branco,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
16738,16306,Vinho Tinto Chão do Conde Privado 750ml,Portugal,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16739,16307,Vinho Branco Villa Rosa 750ml,Portugal,Branco,Seco,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
16740,16308,Vinho Rosé Villa Rosa 750ml,Portugal,Rose,Seco,Outras,750ml,Rolha,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
16741,16309,Vinho Tinto Cabernet Sauvignon Foodkiller 750ml ,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
16742,16310,Vinho Tinto Cabernet Sauvignon e Merlot Foodkiller 750ml,Chile,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16743,16311,Vinho Tinto Carménère Foodkiller 750ml,Chile,Tinto,Seco,Carmeneré,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
16744,16312,Vinho Branco Chardonnay Foodkiller 750ml,Chile,Branco,Seco,Chardonnay,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
16745,16313,Vinho Branco Península de Setubal Sadino 750ml,Portugal,Branco,Seco,Outras,750ml,Rolha,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
16746,16314,Vinho Rosé Península de Setubal Sadino 750ml,Portugal,Rose,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
16747,16315,Vinho Branco Maxime 750ml,França,Branco,Seco,Outras,750ml,Rolha,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
16748,16316,Vinho Rosé Maxime 750ml,França,Rose,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
16749,16317,Vinho Branco Chão do Conde Colheita 750ml,Portugal,Branco,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
16750,16318,Vinho Rosé Chão do Conde Colheita 750ml,Portugal,Rose,Seco,Outras,750ml,Rolha,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
16751,16319,Vinho Tinto Chão do Conde Colheita 750ml,Portugal,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16752,16320,Vinho Tinto Seco Corsarini 750ml,Itália,Tinto,Seco,Outras,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16753,16321,Vinho Tinto Cabernet Sauvignon Humberto Canale Denario 750ml,Argentina,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
16754,16322,Vinho Tinto Malbec Humberto Canale Denario 750ml,Argentina,Tinto,Seco,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16755,16323,Vinho Branco Sauvignon Humberto Canele Denario 750ml,Argentina,Branco,Seco,Sauvignon Blanc,750ml,Rolha,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
16756,16324,Vinho Branco Pacheca 750ml,Portugal,Branco,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
16757,16325,Vinho Rosé Pacheca 750ml,Portugal,Rose,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
16758,16326,Vinho Tinto Pacheca 750ml,Portugal,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16759,16327,Vinho Branco Adèle 750ml,França,Branco,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
16760,16328,Vinho Rosé Adèle 750ml,França,Rose,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
16761,16329,Vinho Tinto Adèle 750ml,França,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16762,16330,Vinho Branco Chão do Conde Reserva 750ml,Portugal,Branco,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
16763,16331,Vinho Tinto Chão do Conde Reserva 750ml,Portugal,Tinto,Seco,Outras,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16764,16332,Vinho Tinto Cabernet Sauvignon Punta de Lobos Reserva 750ml,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
16765,16333,Vinho Tinto Carménère Punta de Lobos Reserva 750ml,Chile,Tinto,Seco,Carmeneré,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
16766,16334,Vinho Branco Chardonnay Punta de Lobos Reserva 750ml,Chile,Branco,Seco,Chardonnay,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
16767,16335,Vinho Tinto Malbec Punta de Lobos Reserva 750ml,Chile,Tinto,Seco,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16769,16337,Vinho Tinto Merlot Punta de Lobos Reserva 750ml,Chile,Tinto,Seco,Merlot,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16772,16340,Vinho Branco Sauvignon Blanc Punta de Lobos Reserva 750ml,Chile,Branco,Seco,Sauvignon Blanc,750ml,Rosca,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
16773,16341,Vinho Tinto Malbec Premium Yyuhan Estate 750ml,Argentina,Tinto,Seco,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16774,16342,Vinho Tinto Cabernet Sauvignon Premium Yyuhan Estate 750ml,Argentina,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
16775,16343,Vinho Tinto Bertoli Chianti 750ml,Itália,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16776,16344,Vinho Branco Colheita Especial AR 750ml,Portugal,Branco,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
16777,16345,Vinho Tinto Colheita Especial AR 750ml,Portugal,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16781,16349,Vinho Tinto Villa Rosa 750ml,Portugal,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16784,16352,Vinho Tinto Península de Setubal Sadino 750ml,Portugal,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16785,16353,Vinho Tinto Maxime 750ml,França,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
16786,16354,Vinho Branco Sauvignon Blanc Humberto Canale Denario 750ml,Argentina,Branco,Seco,Sauvignon Blanc,750ml,Rosca,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
17072,16638,Blasfemia Branco 220ml,Brasil,Branco,Suave,Outras,Outros,Outra,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
17073,16639,Blasfemia Rosé 220ml,Brasil,Rose,Demi-Sec,Outras,Outros,Outra,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
17123,16686,Espumante Terranova Brut 750 ml,Brasil,Espumante,Brut,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
17129,16692,Espumante Terranova Brut Rosé 750 ml,Brasil,Espumante,Brut,Outras,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
17171,16733,Espumante Brut Lovin 269ml,Brasil,Espumante,Brut,Blend,Outros,Outra,"Frutos do mar, Queijos, Saladas e aperitivos"
17351,16907,Espumante Garibaldi Prosecco Ice 750ML,Brasil,Espumante,Brut,Outras,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
17568,17115,Chopp de Vinho Costa Verde 300ML,Brasil,Outros,Suave,Outras,Outros,Outra,
17569,17116,Chopp de Vinho e Catuaba Costa Verde 300ML,Brasil,Outros,Suave,Outras,Outros,Outra,
17570,17117,Vinho Tinto Suave de Mesa Pérgola 355ml,Brasil,Tinto,Suave,Outras,Outros,Outra,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
17674,17221,Vinho Tinto Crianza Toro Loco 750ml,Espanha,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
17731,17278,Espumante Branco Brut Alud 750ml,Espanha,Espumante,Brut,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
17750,17297,Vinho Tinto Malbec Novecento 750ml,Argentina,Tinto,Seco,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
17751,17298,Vinho Tinto Cabernet Novecento 750ml,Argentina,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
17906,17453,Combo Somm (4 Vinhos em lata 269ml),Brasil,Outros,Suave,Blend,Outros,Outra,
18123,17670,Vinho Tinto Cabernet Sauvignon Reno 750ml,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
18220,17767,Vinho Tinto Cabernet Sauvignon Demi-Sec Macaw 750ml,Brasil,Tinto,Demi-Sec,Cabernet Sauvignon,750ml,Rosca,"Carnes de caça, Carnes vermelhas, Queijos"
18221,17768,Vinho Tinto Merlot Demi-Sec Macaw 750ml,Brasil,Tinto,Demi-Sec,Merlot,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
18222,17769,Vinho Tinto Tannat Demi-Sec Macaw 750ml,Brasil,Tinto,Demi-Sec,Tannat,750ml,Rosca,"Carnes vermelhas, Pratos apimentados, Queijos"
18223,17770,Vinho Branco Moscato Demi-Sec Macaw 750ml,Brasil,Branco,Demi-Sec,Moscato,750ml,Rosca,"Saladas e aperitivos, Sobremesas"
18224,17771,Vinho Branco Frisante Moscato Macaw 750ml,Brasil,Branco,Suave,Moscato,750ml,Rosca,"Saladas e aperitivos, Sobremesas"
18225,17772,Vinho Rosé Frisante Moscato Macaw 750ml,Brasil,Rose,Suave,Moscato,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
18226,17773,Vinho Branco Chardonnay Casa Perini 750ml,Brasil,Branco,Seco,Chardonnay,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
18227,17774,Vinho Rosé Merlot Solidário Casa Perini 750ml,Brasil,Rose,Seco,Merlot,750ml,Rolha,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
18228,17775,Vinho Tinto Cabernet Sauvignon Casa Perini 750ml,Brasil,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
18229,17776,Vinho Tinto Merlot Casa Perini 750ml,Brasil,Tinto,Seco,Merlot,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
18230,17777,Vinho Tinto Tannat Casa Perini 750ml,Brasil,Tinto,Seco,Tannat,750ml,Rolha,"Carnes vermelhas, Pratos apimentados, Queijos"
18231,17778,Vinho Tinto Merlot e Cabernet Sauvignon Solidário Casa Perini 750ml,Brasil,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
18232,17779,Vinho Tinto Merlot Arbo 750ml,Brasil,Tinto,Suave,Merlot,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
18233,17780,Vinho Tinto Cabernet Sauvignon Arbo 750ml,Brasil,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
18234,17781,Vinho Tinto Tannat Arbo 750ml,Brasil,Tinto,Seco,Tannat,750ml,Rolha,"Carnes vermelhas, Pratos apimentados, Queijos"
18235,17782,Vinho Tinto Marselan Arbo 750ml,Brasil,Tinto,Seco,Outras,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
18236,17783,Vinho Tinto Assemblage Arbo 750ml,Brasil,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
18237,17784,Vinho Branco Riesling Arbo 750ml,Brasil,Branco,Seco,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
18238,17785,Vinho Branco Moscato Arbo 750ml,Brasil,Branco,Seco,Moscato,750ml,Rosca,"Saladas e aperitivos, Sobremesas"
18239,17786,Espumante Brut Charmat Casa Perini 750ml,Brasil,Espumante,Brut,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
18240,17787,Espumante Prosecco Casa Perini 750ml,Brasil,Espumante,Brut,Outras,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
18241,17788,Espumante Demi-Sec Casa Perini 750ml,Brasil,Espumante,Demi-Sec,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
18242,17789,Espumante Brut Rosé Casa Perini 750ml ,Brasil,Espumante,Brut,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
18433,17980,Vinho Tinto Cabernet Sauvignon Las Colinas 750ml,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
18434,17981,Vinho Tinto Carmènére Las Colinas 750ml,Chile,Tinto,Seco,Carmeneré,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
18435,17982,Vinho Branco Sauvignon Blanc Las Colinas 750ml,Chile,Branco,Seco,Sauvignon Blanc,750ml,Rolha,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
18436,17983,Vinho Tinto Red Blend Las Colinas 750ml,Chile,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
18437,17984,Vinho Branco Blend MOV 750ml,Argentina,Branco,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
18438,17985,Vinho Tinto Blend MOV 750ml,Argentina,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
18439,17986,Vinho Tinto Blend Adega da Serra 750ml,Portugal,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
18440,17987,Vinho Branco Blend Adega da Serra 750ml,Portugal,Branco,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
18441,17988,Vinho Tinto Blend Longitude 750ml,Portugal,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
18442,17989,Vinho Branco Blend Longitude 750ml,Portugal,Branco,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
18443,17990,Vinho Branco Blend Villa Rosa Escolha 750ml,Portugal,Branco,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
